person_name,role,company,company_country,industry,person_website,company_website,linkedin_profile,company_linkedin,wikidata_person,wikidata_company,info_link,cluster_id,cluster_label,cluster_reason,best_contact_email,best_contact_url,best_contact_type,sources
Sunny Verghese,CEO,Olam Group Limited,France,food industry,,https://www.olamgroup.com,https://www.linkedin.com/in/sunny-verghese,,http://www.wikidata.org/entity/Q115592219,http://www.wikidata.org/entity/Q5950695,https://www.google.com/search?q=Sunny+Verghese+Olam+Group+Limited,C0011,,"Shared group: industries=food industry; countries=Germany, France; companies=Tönnies Holding, Deutsche Frühstücksei",ir@olamnet.com,https://www.olamgroup.com/contactus.html,investor_relations,wikidata
Karl Hufnagel,Founder,Hufnagel Pütz Rafaelian,Germany,,,,,,http://www.wikidata.org/entity/Q115604776,http://www.wikidata.org/entity/Q123573447,https://www.google.com/search?q=Karl+Hufnagel+Hufnagel+P%C3%BCtz+Rafaelian,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Christian Kohlpaintner,CEO,Brenntag,Germany,wholesale,,https://www.brenntag.com/,,,http://www.wikidata.org/entity/Q115655381,http://www.wikidata.org/entity/Q828445,https://www.google.com/search?q=Christian+Kohlpaintner+Brenntag,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Paul Schütz,Founder,Werkgemeinschaft Karlsruhe,Germany,,,,,,http://www.wikidata.org/entity/Q115674697,http://www.wikidata.org/entity/Q115707826,https://www.google.com/search?q=Paul+Sch%C3%BCtz+Werkgemeinschaft+Karlsruhe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Christian Jacob Schmidt,Founder,Schlossbrauerei Neunkirchen,Germany,brewing industry,,,,,http://www.wikidata.org/entity/Q115706335,http://www.wikidata.org/entity/Q1789348,https://www.google.com/search?q=Christian+Jacob+Schmidt+Schlossbrauerei+Neunkirchen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Jean-Yves Goyard,Founder,librairie Goyard,France,,,https://www.librairie-goyard-nimes.fr/,,,http://www.wikidata.org/entity/Q115727670,http://www.wikidata.org/entity/Q79407692,https://www.google.com/search?q=Jean-Yves+Goyard+librairie+Goyard,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",librairie.goyard@librairie-goyard-nimes.fr,https://www.librairie-goyard-nimes.fr/,investor_relations,wikidata
Pascal Daloz,CEO,Dassault Systèmes,France,enterprise software,,https://www.3ds.com/,,https://www.linkedin.com/company/dassaultsystemes,http://www.wikidata.org/entity/Q115735422,http://www.wikidata.org/entity/Q1172038,https://www.google.com/search?q=Pascal+Daloz+Dassault+Syst%C3%A8mes,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://www.3ds.com/newsroom,press,wikidata
Daniel Teichmann,Founder,Hydrogenious LOHC Technologies,Germany,,,,,,http://www.wikidata.org/entity/Q115735970,http://www.wikidata.org/entity/Q113550904,https://www.google.com/search?q=Daniel+Teichmann+Hydrogenious+LOHC+Technologies,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Sebastian Kluge,Founder,ContentView GmbH,Germany,media industry,,https://contentview.de/,,,http://www.wikidata.org/entity/Q115763078,http://www.wikidata.org/entity/Q115691980,https://www.google.com/search?q=Sebastian+Kluge+ContentView+GmbH,C0030,,"Shared group: industries=media industry; countries=Germany; companies=ContentView GmbH, Kouneli Media",info@contentview.de,https://contentview.de/,other,wikidata
Till Schneider,Founder,schneider+schumacher,Germany,,,,,,http://www.wikidata.org/entity/Q115773633,http://www.wikidata.org/entity/Q1487036,https://www.google.com/search?q=Till+Schneider+schneider%2Bschumacher,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Hervé Bleher,Founder,Bleher architectes,France,activités d'architecture,,http://bleher-architectes.com/,,,http://www.wikidata.org/entity/Q115818961,http://www.wikidata.org/entity/Q115819052,https://www.google.com/search?q=Herv%C3%A9+Bleher+Bleher+architectes,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@bleher-architectes.com,http://bleher-architectes.com/category/loisirs/,investor_relations,wikidata
Gerhard Luhn,Founder,Academy for the Development of Human Potentials,Germany,,,https://akademiefuerpotentialentfaltung.org,https://www.linkedin.com/in/gerhard-luhn-28215376,https://www.linkedin.com/company/akademie-potentialentfaltung,http://www.wikidata.org/entity/Q115867044,http://www.wikidata.org/entity/Q116140772,https://www.google.com/search?q=Gerhard+Luhn+Academy+for+the+Development+of+Human+Potentials,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://akademiefuerpotentialentfaltung.org/impressum/,press,wikidata
Takeyuki Arai,Founder,Tamron,Germany,,,https://www.tamron.com/,,https://www.linkedin.com/company/tamron-co.-ltd.,http://www.wikidata.org/entity/Q115919288,http://www.wikidata.org/entity/Q325639,https://www.google.com/search?q=Takeyuki+Arai+Tamron,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://www.tamron.com/global/ir/,investor_relations,wikidata
Karl Moser,Founder,Curjel & Moser,Germany,architecture,,,,,http://www.wikidata.org/entity/Q115944,http://www.wikidata.org/entity/Q98384034,https://www.google.com/search?q=Karl+Moser+Curjel+%26+Moser,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Daniel Budiman,Founder,BEANS Entertainment GmbH,Germany,,,https://beans.de/,https://www.linkedin.com/in/daniel-budiman-4149ba10,https://www.linkedin.com/company/beansentertainment,http://www.wikidata.org/entity/Q1160205,http://www.wikidata.org/entity/Q102339119,https://www.google.com/search?q=Daniel+Budiman+BEANS+Entertainment+GmbH,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Rainer Müller,Founder,Orgelbau Rainer Müller,Germany,,,https://www.orgelbau-mueller.de,,,http://www.wikidata.org/entity/Q116025135,http://www.wikidata.org/entity/Q137260388,https://www.google.com/search?q=Rainer+M%C3%BCller+Orgelbau+Rainer+M%C3%BCller,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@orgelbau-mueller.de,https://www.orgelbau-mueller.de/impressum,press,wikidata
Carl Mohr,Founder,Mohr & Weidner,Germany,,,,,,http://www.wikidata.org/entity/Q116057554,http://www.wikidata.org/entity/Q63846244,https://www.google.com/search?q=Carl+Mohr+Mohr+%26+Weidner,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Thales Group,Founder,Thales Alenia Space | Project Bromo | Project Bromo,France,space industry,https://www.thalesgroup.com/,https://www.thalesaleniaspace.com,,https://www.linkedin.com/company/thales-alenia-space,http://www.wikidata.org/entity/Q1161666,http://www.wikidata.org/entity/Q128356,https://www.google.com/search?q=Thales+Group+Thales+Alenia+Space,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Henri Baconnier,Founder,Baconnier,France,,,,,,http://www.wikidata.org/entity/Q116180117,http://www.wikidata.org/entity/Q85723752,https://www.google.com/search?q=Henri+Baconnier+Baconnier,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Daniel Morian,Founder,Arenberg Bergbau,Germany,,,,,,http://www.wikidata.org/entity/Q1161817,http://www.wikidata.org/entity/Q124362785,https://www.google.com/search?q=Daniel+Morian+Arenberg+Bergbau,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Denis Burger,CEO,MAGIX Software GmbH,Germany,software industry,,https://www.magix.com/,https://www.linkedin.com/in/denis-burger-22b242,,http://www.wikidata.org/entity/Q116222917,http://www.wikidata.org/entity/Q19697831,https://www.google.com/search?q=Denis+Burger+MAGIX+Software+GmbH,C0007,,"Shared group: industries=software industry; countries=France, Germany; companies=Mistral AI, proProduktmanagement GmbH",,,,wikidata
Marcel Brochard,Founder,Armor,France,,,https://www.armor-group.com/fr,,,http://www.wikidata.org/entity/Q116235930,http://www.wikidata.org/entity/Q21028737,https://www.google.com/search?q=Marcel+Brochard+Armor,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@armor-group.com,https://www.armor-group.com/mentions-legales,legal,wikidata
Antonin Galland,Founder,Armor,France,,,https://www.armor-group.com/fr,,,http://www.wikidata.org/entity/Q116235996,http://www.wikidata.org/entity/Q21028737,https://www.google.com/search?q=Antonin+Galland+Armor,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@armor-group.com,https://www.armor-group.com/mentions-legales,legal,wikidata
Otto Peters,Founder,Glasmalerei Peters,Germany,,,http://www.glasmalerei.de,,,http://www.wikidata.org/entity/Q116258221,http://www.wikidata.org/entity/Q1529674,https://www.google.com/search?q=Otto+Peters+Glasmalerei+Peters,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@rebsch-photographie.de,http://www.glasmalerei.de/assets/downloads/peters_kirchen_2026_mit-cover.pdf,investor_relations,wikidata
Heinz Roth,Founder,P&R-Gruppe,Germany,,,,,,http://www.wikidata.org/entity/Q116286037,http://www.wikidata.org/entity/Q50808661,https://www.google.com/search?q=Heinz+Roth+P%26R-Gruppe,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Tony Bonifaci,Founder,Q116345636,France,"engineering, technical studies",,https://www.letrainvoyage.fr/,,https://www.linkedin.com/company/le-train-voyage,http://www.wikidata.org/entity/Q116392453,http://www.wikidata.org/entity/Q116345636,https://www.google.com/search?q=Tony+Bonifaci+Q116345636,C0024,,"Shared group: industries=engineering, technical studies; countries=France; companies=bañulsdesign, Biotope",contact@letrainvoyage.fr,https://www.letrainvoyage.fr/mentions-legales/,legal,wikidata
Gerhard Wittfeld,Founder,Kadawittfeldarchitektur,Germany,,,http://www.kadawittfeldarchitektur.de,,,http://www.wikidata.org/entity/Q116451728,http://www.wikidata.org/entity/Q15822419,https://www.google.com/search?q=Gerhard+Wittfeld+Kadawittfeldarchitektur,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",pr@kwa.ac,http://www.kadawittfeldarchitektur.de,press,wikidata
Bernhard Müller,Founder,Jourdan & Müller,Germany,,,,,,http://www.wikidata.org/entity/Q116474824,http://www.wikidata.org/entity/Q124097864,https://www.google.com/search?q=Bernhard+M%C3%BCller+Jourdan+%26+M%C3%BCller,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Eugen Sprenger,Founder,Eugen Sprenger Geigenbau,Germany,,,,,,http://www.wikidata.org/entity/Q116478360,http://www.wikidata.org/entity/Q116478664,https://www.google.com/search?q=Eugen+Sprenger+Eugen+Sprenger+Geigenbau,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Bruno Nougayrède,Founder,Elidia,France,book publishing,,https://www.elidia.fr/,,,http://www.wikidata.org/entity/Q116487115,http://www.wikidata.org/entity/Q60965441,https://www.google.com/search?q=Bruno+Nougayr%C3%A8de+Elidia,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Hildegard Metzsch,Founder,m+n-Reprise,Germany,,,,,,http://www.wikidata.org/entity/Q116635216,http://www.wikidata.org/entity/Q116636534,https://www.google.com/search?q=Hildegard+Metzsch+m%2Bn-Reprise,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Catherine El Arouni,CEO,Enercoop,France,trade of electricity,,http://www.enercoop.fr,https://www.linkedin.com/in/catherineelarouni,,http://www.wikidata.org/entity/Q116679883,http://www.wikidata.org/entity/Q1021074,https://www.google.com/search?q=Catherine+El+Arouni+Enercoop,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",contact@pdl.enercoop.fr,https://www.enercoop.fr/nos-cooperatives/pays-de-la-loire,investor_relations,wikidata
"Victoria, Princess Royal",Founder,Schlosshotel Kronberg,Germany,,,https://schlosshotel-kronberg.com/,,,http://www.wikidata.org/entity/Q116728,http://www.wikidata.org/entity/Q510121,https://www.google.com/search?q=Victoria%2C+Princess+Royal+Schlosshotel+Kronberg,C0059,,Shared group: industries=; countries=Germany; companies=Schlosshotel Kronberg,info@hessische-hausstiftung.de,https://schlosshotel-kronberg.com/de/impressum,press,wikidata
Gustav Hiller,Founder,Phänomen,Germany,manufacture of motor vehicles,,,,,http://www.wikidata.org/entity/Q1167384,http://www.wikidata.org/entity/Q2148293,https://www.google.com/search?q=Gustav+Hiller+Ph%C3%A4nomen,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Hans Magnus,Founder,TRAMAG,Germany,,,https://tramag.de/,,,http://www.wikidata.org/entity/Q116771025,http://www.wikidata.org/entity/Q116949842,https://www.google.com/search?q=Hans+Magnus+TRAMAG,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,https://tramag.de/impressum/,press,wikidata
Corn Products Refining Company,Founder,Maizena,Germany,manufacture of starches and starch products,,,,,http://www.wikidata.org/entity/Q116771490,http://www.wikidata.org/entity/Q10575468,https://www.google.com/search?q=Corn+Products+Refining+Company+Maizena,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Silvan Maaß,Founder,WEB'arbyte GbR,Germany,,https://silvan.in/berlin/,https://www.webarbyte.de/,https://www.linkedin.com/in/silvan-maaß-8b6282203,,http://www.wikidata.org/entity/Q116790496,http://www.wikidata.org/entity/Q125758449,https://www.google.com/search?q=Silvan+Maa%C3%9F+WEB%27arbyte+GbR,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Hermann Schneider,CEO,Werner & Mertz,Germany,chemical industry,,https://www.werner-mertz.de/,,,http://www.wikidata.org/entity/Q116948936,http://www.wikidata.org/entity/Q872833,https://www.google.com/search?q=Hermann+Schneider+Werner+%26+Mertz,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Helmut Schneider,CEO,Werner & Mertz,Germany,chemical industry,,https://www.werner-mertz.de/,,,http://www.wikidata.org/entity/Q116948978,http://www.wikidata.org/entity/Q872833,https://www.google.com/search?q=Helmut+Schneider+Werner+%26+Mertz,C0003,,"Shared group: industries=chemical industry, mining; countries=Germany, France; companies=Rosenthal, Kraul & Wilkening u. Stelling GmbH",,,,wikidata
Rolf Schuster,Founder,Schuster Architekten,Germany,,,,,,http://www.wikidata.org/entity/Q116954290,http://www.wikidata.org/entity/Q130320918,https://www.google.com/search?q=Rolf+Schuster+Schuster+Architekten,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Herbert Wurlitzer,Founder,Herbert Wurlitzer,Germany,musical instrument making,,https://wurlitzerklarinetten.de/?lang=en,,,http://www.wikidata.org/entity/Q117028043,http://www.wikidata.org/entity/Q66050084,https://www.google.com/search?q=Herbert+Wurlitzer+Herbert+Wurlitzer,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@wurlitzerklarinetten.de,https://wurlitzerklarinetten.de/?lang=en,other,wikidata
Max Herz,Founder,Tchibo,Germany,retail,,https://www.tchibo.com/,,,http://www.wikidata.org/entity/Q1170395,http://www.wikidata.org/entity/Q564213,https://www.google.com/search?q=Max+Herz+Tchibo,C0004,,"Shared group: industries=retail; countries=Germany, France; companies=ATU, Fielmann",info@tchibo-mobil.de,https://www.tchibo.com/de/de/news/press-contact,press,wikidata
Paul Weidner,Founder,Mohr & Weidner,Germany,,,,,,http://www.wikidata.org/entity/Q117043444,http://www.wikidata.org/entity/Q63846244,https://www.google.com/search?q=Paul+Weidner+Mohr+%26+Weidner,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Anna-Lucia Rupp,Founder,o-cetera,Germany,,https://annaluciarupp.com/,https://o-cetera.com/,,,http://www.wikidata.org/entity/Q117070699,http://www.wikidata.org/entity/Q117071811,https://www.google.com/search?q=Anna-Lucia+Rupp+o-cetera,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",info@o-cetera.com,https://o-cetera.com/olicia-shirt/,investor_relations,wikidata
Tom Putzki,Founder,Piranha Bytes,Germany,video game industry,,,,,http://www.wikidata.org/entity/Q117202142,http://www.wikidata.org/entity/Q677273,https://www.google.com/search?q=Tom+Putzki+Piranha+Bytes,C0009,,"Shared group: industries=video game industry; countries=Germany, France; companies=Infogrames, Chimera Entertainment",,,,wikidata
Augustin Azango,Founder,Metromer,France,,,,,,http://www.wikidata.org/entity/Q117230327,http://www.wikidata.org/entity/Q117475674,https://www.google.com/search?q=Augustin+Azango+Metromer,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Jean-Baptiste Le Marchand,Founder,Atelier 801,France,édition de jeux électroniques,,https://atelier801.com,,,http://www.wikidata.org/entity/Q117260118,http://www.wikidata.org/entity/Q21708180,https://www.google.com/search?q=Jean-Baptiste+Le+Marchand+Atelier+801,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,https://atelier801.com/contact,contact,wikidata
Gaël Lavaud,Founder,Gazelle Tech,France,automotive industry,,http://www.gazelle-tech.com/,,,http://www.wikidata.org/entity/Q117288338,http://www.wikidata.org/entity/Q117288311,https://www.google.com/search?q=Ga%C3%ABl+Lavaud+Gazelle+Tech,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
Émile Salmson,Founder,Salmson,France,automotive industry,,,,,http://www.wikidata.org/entity/Q117288878,http://www.wikidata.org/entity/Q2037004,https://www.google.com/search?q=%C3%89mile+Salmson+Salmson,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
Joanny Scotte,Founder,Scotte vehicles,France,automotive industry,,,,,http://www.wikidata.org/entity/Q117307207,http://www.wikidata.org/entity/Q17592361,https://www.google.com/search?q=Joanny+Scotte+Scotte+vehicles,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
Lucien Gardinier,Founder,Gardinier SA,France,fertilizer industry,,,,,http://www.wikidata.org/entity/Q117310236,http://www.wikidata.org/entity/Q117310538,https://www.google.com/search?q=Lucien+Gardinier+Gardinier+SA,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Adolphe Catelin,Founder,Adolphe Catelin & Cie,France,,,,,,http://www.wikidata.org/entity/Q117337649,http://www.wikidata.org/entity/Q105816385,https://www.google.com/search?q=Adolphe+Catelin+Adolphe+Catelin+%26+Cie,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Michael Wilkens,Founder,Baufrösche Kassel,Germany,,,,,,http://www.wikidata.org/entity/Q117400269,http://www.wikidata.org/entity/Q117400134,https://www.google.com/search?q=Michael+Wilkens+Baufr%C3%B6sche+Kassel,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Émile Mors,Founder,Mors,France,automotive industry,,,,,http://www.wikidata.org/entity/Q117449425,http://www.wikidata.org/entity/Q651443,https://www.google.com/search?q=%C3%89mile+Mors+Mors,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
Louis Mors,Founder,Mors,France,automotive industry,,,,,http://www.wikidata.org/entity/Q117449433,http://www.wikidata.org/entity/Q651443,https://www.google.com/search?q=Louis+Mors+Mors,C0006,,"Shared group: industries=automotive industry; countries=France; companies=Delaunay-Belleville, Delamare-Deboutteville",,,,wikidata
David Heinemann,Founder,Galerie Heinemann,Germany,,,,,,http://www.wikidata.org/entity/Q1174702,http://www.wikidata.org/entity/Q1491864,https://www.google.com/search?q=David+Heinemann+Galerie+Heinemann,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Uwe-Hans Timm,Founder,Kanzlit,Germany,printed matter,,https://kanzlit.de/,,,http://www.wikidata.org/entity/Q117470334,http://www.wikidata.org/entity/Q117470283,https://www.google.com/search?q=Uwe-Hans+Timm+Kanzlit,C0060,,Shared group: industries=printed matter; countries=Germany; companies=Kanzlit,,,,wikidata
Thilo Kuther,Founder,Pixomondo,Germany,,,http://www.pixomondo.com,,,http://www.wikidata.org/entity/Q117485099,http://www.wikidata.org/entity/Q1570390,https://www.google.com/search?q=Thilo+Kuther+Pixomondo,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",enquiries@pixomondo.com,http://www.pixomondo.com,investor_relations,wikidata
Martin Sion,CEO,ArianeGroup,France,space industry,,https://www.ariane.group/de/,https://www.linkedin.com/in/martinsion,https://www.linkedin.com/company/airbus-safran-launchers,http://www.wikidata.org/entity/Q117487953,http://www.wikidata.org/entity/Q19951610,https://www.google.com/search?q=Martin+Sion+ArianeGroup,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Gert Stuke,CEO,Deutsche Frühstücksei,Germany,food industry,,http://www.deutsche-fruehstuecksei.de/,,,http://www.wikidata.org/entity/Q117609451,http://www.wikidata.org/entity/Q17265531,https://www.google.com/search?q=Gert+Stuke+Deutsche+Fr%C3%BChst%C3%BCcksei,C0011,,"Shared group: industries=food industry; countries=Germany, France; companies=Tönnies Holding, Deutsche Frühstücksei",,http://www.deutsche-fruehstuecksei.de/impressum/,press,wikidata
Aloysius Grote,CEO,Deutsche Frühstücksei,Germany,food industry,,http://www.deutsche-fruehstuecksei.de/,,,http://www.wikidata.org/entity/Q117609490,http://www.wikidata.org/entity/Q17265531,https://www.google.com/search?q=Aloysius+Grote+Deutsche+Fr%C3%BChst%C3%BCcksei,C0011,,"Shared group: industries=food industry; countries=Germany, France; companies=Tönnies Holding, Deutsche Frühstücksei",,http://www.deutsche-fruehstuecksei.de/impressum/,press,wikidata
Doris Hegger-Luhnen,Founder,Hegger Hegger Schleiff Planer & Architekten,Germany,,,,,,http://www.wikidata.org/entity/Q117662723,http://www.wikidata.org/entity/Q117662728,https://www.google.com/search?q=Doris+Hegger-Luhnen+Hegger+Hegger+Schleiff+Planer+%26+Architekten,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Erwin Hymer,Founder,Hymer,Germany,,,http://www.hymer.com/,,,http://www.wikidata.org/entity/Q11773779,http://www.wikidata.org/entity/Q459097,https://www.google.com/search?q=Erwin+Hymer+Hymer,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",presse@hymer.com,http://www.hymer.com/de/en/press,press,wikidata
Johann Caspar Harkort IV.,Founder,Aktiengesellschaft für Eisenindustrie und Brückenbau vormals Johann Caspar Harkort,Germany,,,,,,http://www.wikidata.org/entity/Q117743255,http://www.wikidata.org/entity/Q136807452,https://www.google.com/search?q=Johann+Caspar+Harkort+IV.+Aktiengesellschaft+f%C3%BCr+Eisenindustrie+und+Br%C3%BCckenbau+vormals+Johann+Caspar+Harkort,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,,,wikidata
Wieland Viessmann,CEO,Viessmann,Germany,,,https://viessmann-modell.com,,,http://www.wikidata.org/entity/Q117842949,http://www.wikidata.org/entity/Q56702199,https://www.google.com/search?q=Wieland+Viessmann+Viessmann,C0061,,Shared group: industries=; countries=Germany; companies=Viessmann,info@viessmann-modell.com,https://viessmann-modell.com/Informationen/Impressum/,press,wikidata
Michel Joubert,Founder,Joubert-Nivelt Design,France,naval architecture,,http://www.joubertnivelt-design.com,,,http://www.wikidata.org/entity/Q117935020,http://www.wikidata.org/entity/Q19544881,https://www.google.com/search?q=Michel+Joubert+Joubert-Nivelt+Design,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Bernard Nivelt,Founder,Joubert-Nivelt Design,France,naval architecture,,http://www.joubertnivelt-design.com,,,http://www.wikidata.org/entity/Q117937797,http://www.wikidata.org/entity/Q19544881,https://www.google.com/search?q=Bernard+Nivelt+Joubert-Nivelt+Design,C0002,,"Shared group: industries=fast-food restaurants, édition de jeux électroniques; countries=France; companies=Société Gentil et Cie., Chicken Spot",,,,wikidata
Kai Schiefelbein,CEO,Stiebel Eltron,Germany,,,http://www.stiebel-eltron.de/,,,http://www.wikidata.org/entity/Q118140023,http://www.wikidata.org/entity/Q73292,https://www.google.com/search?q=Kai+Schiefelbein+Stiebel+Eltron,C0001,,"Shared group: industries=Manufacture of wine from grape, manufacture of leather and related products; countries=Germany; companies=Atelier Kaiser Shen, 3PO Architekten",,http://www.stiebel-eltron.de/de/info/impressum.html,press,wikidata
